E1,1,Engine TRL,1740007135908,2R2100,Jet Engine,3300,154,59,89,,A2D,,N,0
E1,8,Tank LDR ,1740010665068,2E1000,AGE ,2860,300,70,59,,A2D,,N,0
,,Tank,1560010099301,,,,,,,,,,,
E1,100,ISU-90,,2G3000,Support,7000,88,108,90,,J3D,,N,0
E1,102,463L PLT (HYD Jack),1730005162019,2G1100,Aircraft,1800,88,108,65,,J3D,,N,0
E1,103,Engine TRL,1740007135908,2G3000,Support,2250,132,88,57,,A2D,,N,0
,,Launch Box,51400023D0020,,,,,,,,,,,
E1,200,ISU-90,,415400,SUP Mobility SEC,2700,88,108,90,,J3D,,N,0
E3,1,Engine TRL,1740007135908,2R2100,Jet Engine,3300,154,59,89,,A2D,,N,0
,,Engine,28400000TF34,,,,,,,,,,,
E3,8,Tank LDR ,1740010665068,2E1000,AGE ,2860,300,70,59,,A2D,,N,0
,,Tank,1560010099301,,,,,,,,,,,
E3,100,ISU-90,,2G3000,Support,7000,88,108,90,,J3D,,N,0
E3,102,463L PLT (FS),,2G1100,Aircraft,1293,88,108,65,,J3D,,N,0
E3,103,Engine TRL,1740007135908,2G3000,Support,1400,132,74,57,,A2D,,N,0
E3,200,ISU-90,,415400,SUP Mobility SEC,2700,88,108,90,,J3D,,N,0
S1,1,463L PLT (NDI),,23B100,Fabrication FLT,1873,88,108,70,,J3D,,N,0
S1,2,ISU-90 (CTK),,2G3000,Support,5650,88,108,90,,J3D,,N,0
S1,3,463L PLT,,2G3000,Support,5445,88,108,90,,J3D,,N,0
S1,4,MJ-1B Bomb Lift,1730011237269,2E1000,AGE ,3980,148,52,41,,J3D,,N,0
S1,5,Ammo Loading System,1730010648482,23G100,Armamnet FLT,2800,213,69,92,,A2D,,N,0
S1,6,M32-86 Gen ,6115011552340,2E1000,AGE ,5400,101,78,70,,A2D,,N,0
S1,7,MHU-83 Bomb Lift,1730011237270,2E1000,AGE ,6920,176,80,43,,A2D,,N,0
S1,8,MHU-83 Bomb Lift,1730011237270,2E1000,AGE ,6920,176,80,43,,A2D,,N,0
S1,9,463L PLT (benchstock),,2G1100,Aircraft,3373,88,108,87,,A2D,,N,0
S1,10,463L PLT (hazmart),,2G3000,Support,1765,88,108,90,,J3D,,N,0
S1,11,MJ-1B Bomb Lift,1730011237269,2E1000,AGE ,4100,147,53,41,,J3D,,N,0
S1,12,MJ-1B Bomb Lift,1730011237269,2E1000,AGE ,4100,147,53,41,,A2D,,N,0
S1,13,Bobtail,1740012856403YW,2E1000,AGE ,7760,176,96,78,,A2D,,N,0
S1,14,Cabin Pressure Tester,4920003479455,2E1000,AGE ,2760,102,60,56,,A2D,,N,0
S1,15,Towbar,1730006408080,2E1000,AGE ,340,174,60,22,,A2D,,N,0
S1,16,463L PLT,,2G3000,Support,2093,88,108,70,,J3D,,N,0
S1,17,ISU-90,,2G3000,Support,3360,88,108,90,,J3D,,N,0
S1,18,463L PLT (CRS),,2R0000,Component Repair FLT,4423,88,108,82,,J3D,,N,0
S1,19,ISU-90,,415400,SUP Mobility SEC,4260,88,108,90,,J3D,,N,0
S1,20,Nitrogen Cart,3655010899563,2R7300,Environmental System FLT,3076,122,122,54,,A2B,,N,0
S1,21,Tank LDR w/o Tank,1740010665068,2E1000,AGE ,2300,300,300,59,,A2D,,N,0
S1,22,NF-2D Lite Cart ,6230007522082,2E1000,AGE ,1880,98,67,61,,A2D,,N,0
S1,23,MC-2A Comp,4310011920818,2E1000,AGE ,860,87,47,41,,A2D,,N,0
S1,24,PSI Tractor,1740010100119YM,2G1100,Aircraft,12900,176,85,96,,A2D,,N,0
S1,25,MJ-1B Bomb Lift,1730011237269,2E1000,AGE ,3980,148,52,41,,A2D,,N,0
S1,26,463L PLT ,,23B100,Fabrication FLT,2636,88,108,61,,J3D,,N,0
S1,27,463L PLT (CRS),,2R0000,Component Repair FLT,1943,88,108,82,,J3D,,N,0
S1,28,Fuel Cell TRL,1740013260421,2R7500,Fuel System FLT,3260,137,58,78,,L2D,,N,0
S1,29,M32-86 Gen ,6115011552340,2E1000,AGE ,5700,100,78,70,,A2D,,N,0
S1,30,MHU-83 Bomb Lift,1730011237270,2E1000,AGE ,6920,176,80,43,,A2D,,N,0
S1,31,Ammo Loading System,1730010648482,2E3200,Armamnet FLT,2800,213,69,92,,A2D,,N,0
S1,32,PSI Tractor,1740010100119YM,2G1100,Aircraft,12900,176,85,96,,A2D,,N,0
S1,33,463L PLT (Fire Bottle),,2G1100,Aircraft,3217,88,108,64,,J3D,,N,0
S1,34,NF-2D Lite Cart ,6230007522082,2E1000,AGE ,1880,98,67,61,,A2D,,N,0
S1,35,MJ2A-1 Mule,4920010210434,2E1000,AGE ,6580,114,74,74,,A2D,,N,0
S1,36,463L PLT (ladder),,2G1300,Weapons,899,88,108,65,,J3D,,N,0
S1,37,LOX Cart,3655000434062YD,2R7300,Environmental System FLT,591,90,39,34,,A2D,,N,0
S1,38,ISU-90,,415400,SUP Mobility SEC,3540,88,108,90,,J3D,,N,0
S1,39,Engine TRL,1740007135908,2R2100,Jet Engine,1500,154,59,57,,A2D,,N,0
,,Universal Adapter,4920005916975,,,,,,,,,,,
