E1,1,ISU-60 (90th FS),,22B100,Sortie Generation FLT,415,88,108,60,,J2D,,N,1
E1,2,463L PLT (EMS),,23F100,AGE,252,88,108,96,,J3D,,N,0
E1,3,463L PLT (SUPS),,415400,SUP Mobility SEC,205,88,108,89,,J3D,,N,0
E1,4,A/M32C-10D,,23F100,AGE,128,106,70,71,,R2D,,N,0
E1,5,A/M32A-60A,,23F100,AGE,292,120,63,69,3  8  9,D2B,,N,0
E1,6,HYD Test Stand,4920012382768,23F100,AGE,642,127,83,73,3  9,D2D,,N,0
E1,7,MD-1 Towbar,,23F100,AGE,52,292,56,29,,R2D,,N,0
E2,1,ISU-60 (90th FS),,22B100,Sortie Generation FLT,294,88,108,60,,J2D,,N,2
E2,2,463L PLT (EMS),,23F100,AGE,252,88,108,96,,J3D,,N,0
E2,3,463L PLT (SUPS),,415400,SUP Mobility SEC,390,88,108,46,,J3D,,N,0
E2,4,A/M32C-10D,,23F100,AGE,128,106,70,71,,R2D,,N,0
E2,5,A/M32A-60A,,23F100,AGE,292,120,63,69,3  8  9,D2B,,N,0
E2,6,HYD Test Stand,4920012382768,23F100,AGE,642,127,83,73,3  9,D2D,,N,0
E2,7,MD-1 Towbar,,23F100,AGE,52,292,56,29,,R2D,,N,0
E3,1,3000 TRL W/Engine,1740007135908,23C100,Propulsion,463,212,60,89,,A2D,E,N,0
E3,2,4000 Trailer,1730005544799,22B100,Sortie Generation FLT,568,155,84,82,,J2D,,N,0
,,3000 Trailer,1740007135908,,,,,,,,,,,
E3,3,463L PLT (90th FS),,22B100,Sortie Generation FLT,172,88,108,41,,J3D,,N,0
E3,5,A/M32C-10D,,23F100,AGE,128,106,70,71,,R2D,,N,0
S1,1,ISU-80 (90th FS),,22B100,Sortie Generation FLT,787,88,108,80,,J2D,,N,15
S1,2,ISU-80 (90th FS),,22B100,Sortie Generation FLT,712,88,108,80,,J2D,,N,16
S1,3,463L PLT (90th FS),,22B100,Sortie Generation FLT,449,88,108,72,,J3D,,N,0
S1,4,463L PLT (90th FS),,22B100,Sortie Generation FLT,562,88,108,85,,J3D,,N,0
S1,5,MC-2A Lowpack,,23F100,AGE,86,85,52,42,3  9,D2B,,N,0
S1,6,H-1 Heater,4520010738309,23F100,AGE,86,96,54,44,3  9,D2D,,N,0
S1,7,NF-2D Floodlight,,23F100,AGE,274,106,67,68,3  9,D2D,,N,0
S1,8,PSI Coleman,,22B100,Sortie Generation FLT,1258,190,85,95,3  8  9  22,L2D,,N,0
S1,9,MD-1 Towbar,,23F100,AGE,52,292,56,29,,R2D,,N,0
S1,10,463L PLT (90th FS),,31C100,Life Support,213,88,108,80,3  9  22  13G  14S,D3D,H,N,0
S1,11,4000 Trailer,1730005544799,22B100,Sortie Generation FLT,589,155,84,82,,J2D,,N,0
,,3000 Trailer,1740007135908,,,,,,,,,,,
S1,12,MJ-1B Bomblift,1730011237269,23F100,AGE,384,146,49,42,3  9,D2D,,N,0
S1,13,A/M32A-60A,,23F100,AGE,292,120,63,69,3  8  9,D2B,,N,0
S1,14,A/M32C-10D,,23F100,AGE,128,106,70,71,,R2D,,N,0
S1,15,463L PLT (90th FS),,31D100,Operations,505,88,108,92,,J3D,,N,0
S1,16,463L PLT (90th FS),,31C100,Life Support,290,88,108,88,,J3D,,N,0
S1,17,HYD Test Stand,4920012382768,23F100,AGE,642,127,83,73,3  9,D2D,,N,0
S1,18,Bobtail,1740012856403YW,23F100,AGE,820,198,97,87,3  8  9  22,L2D,,N,0
S1,19,PSI Coleman,,22B100,Sortie Generation FLT,1220,178,85,96,3  8,L2D,H,N,0
S1,20,MD-1 Towbar,,23F100,AGE,52,292,56,29,,R2D,,N,0
S1,21,463L PLT (90th FS),,31D100,Operations,431,88,108,96,,J3D,,N,0
S1,22,ISU-90 (90th FS),,22B100,Sortie Generation FLT,479,88,108,96,,J2D,,N,0
S1,23,Nitrogen Cart,3655010899563,23D100,Accessories,352,128,60,55,22,L2D,H,Y,0
S1,24,MC-2A Lowpack,,23F100,AGE,86,85,52,42,3  9,D2B,,N,0
S1,25,H-1 Heater,4520010738309,23F100,AGE,86,96,54,44,3  9,D2D,,N,0
S1,26,NF-2D Floodlight,,23F100,AGE,274,106,67,68,3  9,D2D,,N,0
S1,27,MJ-1B Bomblift,1730011237269,23F100,AGE,384,146,49,42,3  9,D2D,,N,0
S1,28,A/M32C-10D,,23F100,AGE,128,106,70,71,,R2D,,N,0
S1,29,MHU 83 Bomblift,1730011237270,23F100,AGE,722,191,75,40,3  9,L2D,,N,0
S1,30,463L PLT (SUPS),,415400,SUP Mobility SEC,205,88,108,89,,J3D,,N,0
S1,31,HYD Test Stand,4920012382768,23F100,AGE,642,127,83,73,3  9,D2D,,N,0
S1,32,A/M32C-10D,,23F100,AGE,128,106,70,71,,R2D,,N,0
S1,33,Nitrogen Cart,3655010899563,23D100,Accessories,352,128,60,55,22,L2D,H,Y,0
S1,34,MHU 83 Bomblift,,23F100,AGE,722,191,75,40,3  9,L2D,,N,0
S1,35,463L PLT (SUPS),1730011237270,415400,SUP Mobility SEC,205,88,108,89,,J3D,,N,0
S1,36,MRSP PLT W/Overhang,,415400,SUP Mobility SEC,201,142,108,48,,J2D,,N,0
S1,37,MC-2A Lowpack,,23F100,AGE,86,85,52,42,3  9,D2B,,N,0
S1,38,H-1 Heater,4520010738309,23F100,AGE,86,96,54,44,3  9,D2D,,N,0
